ticket_date,net_weight_kg,day_of_week,is_weekend,lag_1,lag_7,rolling_mean_7,rolling_std_7
2015-04-11,31217.85714285714,5,1,30267.85714285714,28651.428571428572,29462.448979591838,1491.9391035259428
2015-04-12,32046.428571428572,6,1,31217.85714285714,30351.428571428572,29704.591836734693,1771.606023040877
2015-04-13,32683.571428571428,0,0,32046.428571428572,28657.14285714286,30279.79591836735,2012.1580165041835
2015-04-14,30210.714285714286,1,0,32683.571428571428,26964.285714285714,30743.571428571428,1402.3331506123234
2015-04-15,28283.571428571428,2,0,30210.714285714286,28405.714285714286,30726.122448979593,1436.6118881595432
2015-04-16,25676.428571428572,3,0,28283.571428571428,30372.85714285714,30055.204081632655,2401.6249358219147
2015-04-17,24102.85714285714,4,0,25676.428571428572,30267.85714285714,29174.48979591837,3280.3054526939695
2015-04-18,21947.14285714286,5,1,24102.85714285714,31217.85714285714,27850.102040816324,4089.490521562244
2015-04-19,19675.714285714286,6,1,21947.14285714286,32046.428571428572,26082.85714285714,4613.259394928679
2015-04-20,20265.714285714286,0,0,19675.714285714286,32683.571428571428,24308.877551020407,3998.617891688503
2015-04-21,24917.14285714286,1,0,20265.714285714286,30210.714285714286,23552.653061224493,3094.857340526607
2015-04-22,28620.0,2,0,24917.14285714286,28283.571428571428,23600.714285714286,3181.9569183022486
2015-04-23,29882.85714285714,3,0,28620.0,25676.428571428572,24201.63265306122,3944.999110091108
2015-04-24,30380.0,4,0,29882.85714285714,24102.85714285714,25098.367346938776,4580.968648761157
2015-04-25,32784.28571428572,5,1,30380.0,21947.14285714286,26646.530612244904,5136.099386657232
2015-04-26,31892.85714285714,6,1,32784.28571428572,19675.714285714286,28391.83673469388,4394.809609791616
2015-04-27,30762.85714285714,0,0,31892.85714285714,20265.714285714286,29891.428571428572,2573.3425416634145
2015-04-28,30161.428571428572,1,0,30762.85714285714,24917.14285714286,30640.61224489796,1362.1673549231596
2015-04-29,29590.0,2,0,30161.428571428572,28620.0,30779.183673469386,1156.1067840020858
2015-04-30,29375.714285714286,3,0,29590.0,29882.85714285714,30706.73469387755,1234.8468505900398
2015-05-01,28888.571428571428,4,0,29375.714285714286,30380.0,30493.673469387755,1415.996525886185
2015-05-02,27775.714285714286,5,1,28888.571428571428,32784.28571428572,29778.163265306124,1328.3442494671092
2015-05-03,29717.14285714286,6,1,27775.714285714286,31892.85714285714,29467.34693877551,952.4124144463046
2015-05-04,29447.14285714286,0,0,29717.14285714286,30762.85714285714,29279.38775510204,765.6475882211478
2015-05-05,28484.285714285714,1,0,29447.14285714286,30161.428571428572,29039.795918367345,703.5219603452377
2015-05-06,27814.285714285714,2,0,28484.285714285714,29590.0,28786.122448979593,787.2269915651559
2015-05-07,27584.285714285714,3,0,27814.285714285714,29375.714285714286,28530.204081632655,852.1239684057158
2015-05-08,27655.714285714286,4,0,27584.285714285714,28888.571428571428,28354.08163265306,892.1755221330587
2015-05-09,26204.285714285714,5,1,27655.714285714286,27775.714285714286,28129.591836734697,1204.865621627842
2015-05-10,26926.428571428572,6,1,26204.285714285714,29717.14285714286,27730.918367346934,1042.8252371411572
2015-05-11,29300.714285714286,0,0,26926.428571428572,29447.14285714286,27710.0,1003.3839852063401
2015-05-12,29342.14285714286,1,0,29300.714285714286,28484.285714285714,27832.551020408166,1154.6945628726057
2015-05-13,28353.571428571428,2,0,29342.14285714286,27814.285714285714,27909.591836734693,1171.1460792615674
2015-05-14,28169.285714285714,3,0,28353.571428571428,27584.285714285714,27993.16326530612,1164.9196241829234
2015-05-15,27490.714285714286,4,0,28169.285714285714,27655.714285714286,27969.591836734697,1174.5155215655168
2015-05-16,27437.85714285714,5,1,27490.714285714286,26204.285714285714,28145.81632653061,933.2712043738399
2015-05-17,26150.0,6,1,27437.85714285714,26926.428571428572,28034.897959183676,1128.1420542887693
2015-05-18,25165.714285714286,0,0,26150.0,29300.714285714286,27444.183673469386,1403.7774856966125
2015-05-19,25587.14285714286,1,0,25165.714285714286,29342.14285714286,26907.755102040817,1268.5693793265607
2015-05-20,26348.571428571428,2,0,25587.14285714286,28353.571428571428,26621.326530612245,1103.2997375968484
2015-05-21,27450.0,3,0,26348.571428571428,28169.285714285714,26518.571428571428,959.1866062336155
2015-05-22,28905.714285714286,4,0,27450.0,27490.714285714286,26720.714285714286,1290.1931907228095
2015-05-23,28945.714285714286,5,1,28905.714285714286,27437.85714285714,26936.12244897959,1532.9229813858228
2015-05-24,27644.285714285714,6,1,28945.714285714286,26150.0,27149.591836734697,1509.0637080733486
2015-05-25,28391.428571428572,0,0,27644.285714285714,25165.714285714286,27610.408163265307,1276.9472829602257
2015-05-26,28692.85714285714,1,0,28391.428571428572,25587.14285714286,28054.08163265306,956.0104988220522
2015-05-27,28530.0,2,0,28692.85714285714,26348.571428571428,28365.714285714286,594.6519018330332
2015-05-28,28360.0,3,0,28530.0,27450.0,28495.714285714286,440.61799519196734
2015-05-29,28570.0,4,0,28360.0,28905.714285714286,28447.755102040817,405.418115525701
2015-05-30,28701.428571428572,5,1,28570.0,28945.714285714286,28412.85714285714,363.78677316037306
2015-05-31,29478.571428571428,6,1,28701.428571428572,27644.285714285714,28674.897959183672,378.24861091845355
2015-06-01,28692.85714285714,0,0,29478.571428571428,28391.428571428572,28717.95918367347,357.1693867696639
2015-06-02,28571.428571428572,1,0,28692.85714285714,28692.85714285714,28700.61224489796,361.5140658743553
2015-06-03,28777.14285714286,2,0,28571.428571428572,28530.0,28735.91836734694,354.06620366697183
2015-06-04,28718.571428571428,3,0,28777.14285714286,28360.0,28787.14285714286,314.3235907911383
2015-06-05,28831.428571428572,4,0,28718.571428571428,28570.0,28824.48979591837,299.4001128916939
2015-06-06,31381.428571428572,5,1,28831.428571428572,28701.428571428572,29207.34693877551,1002.877298865217
2015-06-07,35011.42857142857,6,1,31381.428571428572,29478.571428571428,29997.75510204082,2424.704885211676
2015-06-08,35334.28571428572,0,0,35011.42857142857,28692.85714285714,30946.5306122449,3048.216368972215
2015-06-09,32675.714285714286,1,0,35334.28571428572,28571.428571428572,31532.85714285715,2906.6662766024
2015-06-10,32262.85714285714,2,0,32675.714285714286,28777.14285714286,32030.816326530614,2642.4561931563867
2015-06-11,34230.0,3,0,32262.85714285714,28718.571428571428,32818.163265306124,2288.430486458177
2015-06-12,31255.714285714286,4,0,34230.0,28831.428571428572,33164.489795918365,1689.6293174306359
2015-06-13,30425.714285714286,5,1,31255.714285714286,31381.428571428572,33027.95918367347,1885.0368294537125
2015-06-14,26682.85714285714,6,1,30425.714285714286,35011.42857142857,31838.163265306124,2820.6693028146533
2015-06-15,26324.285714285714,0,0,26682.85714285714,35334.28571428572,30551.020408163262,3008.8721093231143
2015-06-16,30767.14285714286,1,0,26324.285714285714,32675.714285714286,30278.367346938776,2867.399379770792
2015-06-17,31475.714285714286,2,0,30767.14285714286,32262.85714285714,30165.91836734694,2791.021370671548
2015-06-18,28725.714285714286,3,0,31475.714285714286,34230.0,29379.591836734697,2159.0145954401582
2015-06-19,30322.85714285714,4,0,28725.714285714286,31255.714285714286,29246.326530612245,2049.9455538054103
2015-06-20,29645.714285714286,5,1,30322.85714285714,30425.714285714286,29134.897959183672,1995.6327926134893
2015-06-21,31864.285714285714,6,1,29645.714285714286,26682.85714285714,29875.102040816328,1892.8391476490444
2015-06-22,31355.714285714286,0,0,31864.285714285714,26324.285714285714,30593.87755102041,1115.3839869254655
2015-06-23,30202.85714285714,1,0,31355.714285714286,30767.14285714286,30513.26530612245,1121.15092537687
2015-06-24,30171.428571428572,2,0,30202.85714285714,31475.714285714286,30326.938775510203,1039.9837873447184
2015-06-25,31175.714285714286,3,0,30171.428571428572,28725.714285714286,30676.938775510203,794.606576409505
2015-06-26,32594.285714285714,4,0,31175.714285714286,30322.85714285714,31001.428571428572,1048.9826623212255
2015-06-27,32741.428571428572,5,1,32594.285714285714,29645.714285714286,31443.673469387755,1034.6305848157533
2015-06-28,29861.428571428572,6,1,32741.428571428572,31864.285714285714,31157.551020408166,1167.3534560496348
2015-06-29,31162.85714285714,0,0,29861.428571428572,31355.714285714286,31130.0,1164.168559691571
2015-06-30,30295.714285714286,1,0,31162.85714285714,30202.85714285714,31143.265306122452,1152.311995463225
2015-07-01,30155.714285714286,2,0,30295.714285714286,30171.428571428572,31141.020408163266,1154.5340121575352
2015-07-02,28518.571428571428,3,0,30155.714285714286,31175.714285714286,30761.428571428572,1520.147907232749
2015-07-03,27387.14285714286,4,0,28518.571428571428,32594.285714285714,30017.551020408166,1732.9195046851598
2015-07-04,27814.285714285714,5,1,27387.14285714286,32741.428571428572,29313.673469387755,1413.319019583904
2015-07-05,31637.14285714286,6,1,27814.285714285714,29861.428571428572,29567.34693877551,1664.9748069781003
2015-07-06,31245.714285714286,0,0,31637.14285714286,31162.85714285714,29579.183673469386,1678.4481934788646
2015-07-07,30744.285714285714,1,0,31245.714285714286,30295.714285714286,29643.26530612245,1718.450439925495
2015-07-08,31082.85714285714,2,0,30744.285714285714,30155.714285714286,29775.714285714286,1798.3998934805372
2015-07-09,32545.714285714286,3,0,31082.85714285714,28518.571428571428,30351.020408163262,1965.583244920315
2015-07-10,32815.0,4,0,32545.714285714286,27387.14285714286,31126.428571428572,1646.153370244556
2015-07-11,32022.14285714286,5,1,32815.0,27814.285714285714,31727.551020408162,770.4438001399985
2015-07-12,30077.85714285714,6,1,32022.14285714286,31637.14285714286,31504.795918367345,993.9382358655134
2015-07-13,30326.428571428572,0,0,30077.85714285714,31245.714285714286,31373.4693877551,1089.967813649211
2015-07-14,31336.428571428572,1,0,30326.428571428572,30744.285714285714,31458.061224489797,1055.4294926684381
2015-07-15,32220.714285714286,2,0,31336.428571428572,31082.85714285714,31620.61224489796,1075.4448872627356
2015-07-16,32007.85714285714,3,0,32220.714285714286,32545.714285714286,31543.77551020408,1015.8992626995781
2015-07-17,31242.85714285714,4,0,32007.85714285714,32815.0,31319.18367346939,847.914852267606
2015-07-18,31324.285714285714,5,1,31242.85714285714,32022.14285714286,31219.48979591837,790.5757303528272
2015-07-19,30274.285714285714,6,1,31324.285714285714,30077.85714285714,31247.551020408162,745.5013444765207
2015-07-20,29097.14285714286,0,0,30274.285714285714,30326.428571428572,31071.938775510203,1071.956513920139
2015-07-21,29882.85714285714,1,0,29097.14285714286,31336.428571428572,30864.285714285714,1150.1207419608475
2015-07-22,28501.428571428572,2,0,29882.85714285714,32220.714285714286,30332.95918367347,1271.7249807359615
2015-07-23,28698.571428571428,3,0,28501.428571428572,32007.85714285714,29860.204081632655,1155.0732310534515
2015-07-24,26897.14285714286,4,0,28698.571428571428,31242.85714285714,29239.387755102038,1424.50441487148
2015-07-25,27814.285714285714,5,1,26897.14285714286,31324.285714285714,28737.95918367347,1161.850464327352
2015-07-26,27892.85714285714,6,1,27814.285714285714,30274.285714285714,28397.755102040817,969.8028613553528
2015-07-27,30767.14285714286,0,0,27892.85714285714,29097.14285714286,28636.326530612245,1314.6321637429508
2015-07-28,31277.14285714286,1,0,30767.14285714286,29882.85714285714,28835.51020408163,1607.8919796042799
2015-07-29,32597.14285714286,2,0,31277.14285714286,28501.428571428572,29420.61224489796,2127.351976855389
2015-07-30,33602.857142857145,3,0,32597.14285714286,28698.571428571428,30121.224489795917,2604.0860656137106
2015-07-31,34278.57142857143,4,0,33602.857142857145,26897.14285714286,31175.71428571429,2575.292071144716
2015-08-01,33212.857142857145,5,1,34278.57142857143,27814.285714285714,31946.938775510203,2178.685153717354
2015-08-02,32281.428571428572,6,1,33212.857142857145,27892.85714285714,32573.87755102041,1251.9953365103324
2015-08-03,27851.428571428572,0,0,32281.428571428572,30767.14285714286,32157.34693877551,2130.246612878773
2015-08-04,27408.571428571428,1,0,27851.428571428572,31277.14285714286,31604.693877551024,2794.811727961721
2015-08-05,27205.714285714286,2,0,27408.571428571428,32597.14285714286,30834.48979591837,3190.595601379985
2015-08-06,25974.285714285714,3,0,27205.714285714286,33602.857142857145,29744.693877551017,3384.3645807094067
2015-08-07,29077.14285714286,4,0,25974.285714285714,34278.57142857143,29001.632653061224,2730.9381942469563
2015-08-08,29407.14285714286,5,1,29077.14285714286,33212.857142857145,28457.95918367347,2045.6906518225578
2015-08-09,34204.28571428572,6,1,29407.14285714286,32281.428571428572,28732.65306122449,2676.5106267456727
2015-08-10,38120.0,0,0,34204.28571428572,27851.428571428572,30199.591836734693,4383.009148221311
2015-08-11,34672.857142857145,1,0,38120.0,27408.571428571428,31237.34693877551,4471.136566501549
2015-08-12,34321.42857142857,2,0,34672.857142857145,27205.714285714286,32253.87755102041,4202.589071950484
2015-08-13,36087.857142857145,3,0,34321.42857142857,25974.285714285714,33698.67346938776,3332.2817157963905
2015-08-14,37272.142857142855,4,0,36087.857142857145,29077.14285714286,34869.38775510204,2841.4123041914636
2015-08-15,37740.71428571428,5,1,37272.142857142855,29407.14285714286,36059.897959183676,1679.729055156602
2015-08-16,32552.14285714286,6,1,37740.71428571428,34204.28571428572,35823.87755102041,2057.508518144169
2015-08-17,29780.714285714286,0,0,32552.14285714286,38120.0,34632.55102040816,2790.2472843240757
2015-08-18,28603.571428571428,1,0,29780.714285714286,34672.857142857145,33765.510204081635,3600.86867623889
2015-08-19,26174.047619047615,2,0,28603.571428571428,34321.42857142857,32601.59863945578,4575.950891673389
2015-08-20,24838.571428571428,3,0,26174.047619047615,36087.857142857145,30994.557823129253,5093.598780251125
2015-08-21,24597.14285714286,4,0,24838.571428571428,37272.142857142855,29183.843537414963,4729.984707892476
2015-08-22,25490.0,5,1,24597.14285714286,37740.71428571428,27433.74149659864,2978.281804001947
2015-08-23,25312.85714285714,6,1,25490.0,32552.14285714286,26399.557823129253,2001.4304003771938
2015-08-24,25070.0,0,0,25312.85714285714,29780.714285714286,25726.59863945578,1366.2435376885371
2015-08-25,27282.85714285714,1,0,25070.0,28603.571428571428,25537.925170068025,921.5487669674651
2015-08-26,28893.809523809527,2,0,27282.85714285714,26174.047619047615,25926.462585034013,1575.6528565004298
2015-08-27,28319.047619047622,3,0,28893.809523809527,24838.571428571428,26423.673469387755,1717.8725640175617
2015-08-28,25558.571428571428,4,0,28319.047619047622,24597.14285714286,26561.020408163262,1580.4353339953273
2015-08-29,23108.571428571428,5,1,25558.571428571428,25490.0,26220.81632653061,2039.1502556829582
2015-08-30,27728.571428571428,6,1,23108.571428571428,25312.85714285714,26565.91836734694,2064.1410735862746
2015-08-31,30832.85714285714,0,0,27728.571428571428,25070.0,27389.183673469386,2476.176643952265
2015-09-01,31730.0,1,0,30832.85714285714,27282.85714285714,28024.48979591837,2966.332994269276
2015-09-02,29640.0,2,0,31730.0,28893.809523809527,28131.08843537415,3015.7752496386283
2015-09-03,29909.52380952381,3,0,29640.0,28319.047619047622,28358.299319727892,3091.2654464236184
2015-09-04,31128.571428571428,4,0,29909.52380952381,25558.571428571428,29154.01360544218,2964.7747267598747
2015-09-05,30872.85714285714,5,1,31128.571428571428,23108.571428571428,30263.197278911564,1325.0388751777102
2015-09-06,31421.428571428572,6,1,30872.85714285714,27728.571428571428,30790.748299319726,764.1301259396045
2015-09-07,31160.0,0,0,31421.428571428572,30832.85714285714,30837.482993197278,777.0300121487473
2015-09-08,32605.714285714286,1,0,31160.0,31730.0,30962.585034013606,986.8430718515792
2015-09-09,35758.57142857143,2,0,32605.714285714286,29640.0,31836.666666666664,1903.8241739354553
2015-09-10,36604.28571428572,3,0,35758.57142857143,29909.52380952381,32793.0612244898,2393.071835226083
2015-09-11,36204.28571428572,4,0,36604.28571428572,31128.571428571428,33518.163265306124,2567.3031343938014
2015-09-12,39501.42857142857,5,1,36204.28571428572,30872.85714285714,34750.816326530614,3101.39905418425
2015-09-13,35568.57142857143,6,1,39501.42857142857,31421.428571428572,35343.26530612245,2733.7089149153076
2015-09-14,35138.57142857143,0,0,35568.57142857143,31160.0,35911.63265306123,2046.1299837970719
2015-09-15,34620.0,1,0,35138.57142857143,32605.714285714286,36199.38775510204,1595.8010073940447
2015-09-16,35421.42857142857,2,0,34620.0,35758.57142857143,36151.224489795924,1616.279095538596
2015-09-17,36710.0,3,0,35421.42857142857,36604.28571428572,36166.32653061225,1621.7026949197711
2015-09-18,36977.142857142855,4,0,36710.0,36204.28571428572,36276.73469387755,1650.7659970649208
2015-09-19,35335.71428571428,5,1,36977.142857142855,39501.42857142857,35681.63265306122,852.2532872893073
2015-09-20,34424.28571428572,6,1,35335.71428571428,35568.57142857143,35518.16326530612,978.016427350646
2015-09-21,34242.857142857145,0,0,34424.28571428572,35138.57142857143,35390.204081632655,1088.33187858314
2015-09-22,34792.857142857145,1,0,34242.857142857145,34620.0,35414.897959183676,1069.7459349788924
2015-09-23,34270.0,2,0,34792.857142857145,35421.42857142857,35250.4081632653,1153.797254701543
2015-09-24,31697.14285714286,3,0,34270.0,36710.0,34534.28571428572,1575.486967154588
2015-09-25,29954.285714285714,4,0,31697.14285714286,36977.142857142855,33531.02040816327,1951.751997580309
2015-09-26,27950.47619047619,5,1,29954.285714285714,35335.71428571428,32475.98639455782,2675.502804620455
2015-09-27,28658.571428571428,6,1,27950.47619047619,34424.28571428572,31652.312925170067,2857.085124133308
2015-09-28,24860.0,0,0,28658.571428571428,34242.857142857145,30311.90476190476,3554.9343561652654
2015-09-29,24622.85714285714,1,0,24860.0,34792.857142857145,28859.047619047622,3496.0959437739402
2015-09-30,23397.14285714286,2,0,24622.85714285714,34270.0,27305.782312925174,3082.252619681283
2015-10-01,24018.571428571428,3,0,23397.14285714286,31697.14285714286,26208.843537414967,2585.2295996542
2015-10-02,27044.285714285714,4,0,24018.571428571428,29954.285714285714,25793.12925170068,2063.9917012410992
2015-10-03,27722.38095238095,5,1,27044.285714285714,27950.47619047619,25760.544217687075,2025.701700481207
2015-10-04,31761.428571428572,6,1,27722.38095238095,28658.571428571428,26203.809523809527,2911.3990527655696
2015-10-05,36346.42857142857,0,0,31761.428571428572,24860.0,27844.727891156468,4709.495234053472
2015-10-06,37022.142857142855,1,0,36346.42857142857,24622.85714285714,29616.054421768706,5552.137467532116
2015-10-07,38125.0,2,0,37022.142857142855,23397.14285714286,31720.034013605444,5593.114303839009
2015-10-08,38942.857142857145,3,0,38125.0,24018.571428571428,33852.07482993197,4978.872486237066
2015-10-09,37895.71428571428,4,0,38942.857142857145,27044.285714285714,35402.27891156462,4121.450512208974
2015-10-10,37535.71428571428,5,1,37895.71428571428,27722.38095238095,36804.183673469386,2371.057466250283
2015-10-11,37395.71428571428,6,1,37535.71428571428,31761.428571428572,37609.08163265306,828.3503106320785
2015-10-12,36462.142857142855,0,0,37395.71428571428,36346.42857142857,37625.61224489795,799.6091124737673
2015-10-13,36785.0,1,0,36462.142857142855,37022.142857142855,37591.73469387755,833.7333927960602
2015-10-14,37305.0,2,0,36785.0,38125.0,37474.59183673469,803.3737171745735
2015-10-15,37692.857142857145,3,0,37305.0,38942.857142857145,37296.02040816326,506.80016207259183
2015-10-16,37542.857142857145,4,0,37692.857142857145,37895.71428571428,37245.61224489796,451.7719136940111
2015-10-17,39027.142857142855,5,1,37542.857142857145,37535.71428571428,37458.67346938775,816.1406846278437
2015-10-18,34874.28571428572,6,1,39027.142857142855,37395.71428571428,37098.4693877551,1275.6293250501508
2015-10-19,33937.142857142855,0,0,34874.28571428572,36462.142857142855,36737.75510204082,1753.1710060026726
2015-10-20,32588.571428571428,1,0,33937.142857142855,36785.0,36138.26530612245,2350.157031124386
2015-10-21,31605.714285714286,2,0,32588.571428571428,37305.0,35324.08163265306,2819.0397878638505
2015-10-22,31565.714285714286,3,0,31605.714285714286,37692.857142857145,34448.77551020408,2910.6990567609
2015-10-23,32901.42857142857,4,0,31565.714285714286,37542.857142857145,33785.71428571428,2600.5257186972804
2015-10-24,33091.42857142857,5,1,32901.42857142857,39027.142857142855,32937.755102040814,1193.9165119524334
2015-10-25,33791.42857142857,6,1,33091.42857142857,34874.28571428572,32783.0612244898,945.4907046069131
2015-10-26,34125.71428571428,0,0,33791.42857142857,33937.142857142855,32810.0,985.6849547053458
2015-10-27,31745.714285714286,1,0,34125.71428571428,32588.571428571428,32689.591836734693,1065.4917150089375
2015-10-28,31147.14285714286,2,0,31745.714285714286,31605.714285714286,32624.08163265306,1153.686321441136
2015-10-29,31275.714285714286,3,0,31147.14285714286,31565.714285714286,32582.653061224493,1202.2126507120443
2015-10-30,30510.0,4,0,31275.714285714286,32901.42857142857,32241.020408163266,1417.1082259320804
2015-10-31,32060.0,5,1,30510.0,33091.42857142857,32093.673469387755,1366.6730190188077
2015-11-01,33082.857142857145,6,1,32060.0,33791.42857142857,31992.448979591834,1240.3734664403519
2015-11-02,33685.71428571428,0,0,33082.857142857145,34125.71428571428,31929.591836734697,1119.5108608413634
2015-11-03,35664.28571428572,1,0,33685.71428571428,31745.714285714286,32489.387755102045,1790.7333003992812
2015-11-04,36421.42857142857,2,0,35664.28571428572,31147.14285714286,33242.857142857145,2195.664869165512
2015-11-05,35336.19047619048,3,0,36421.42857142857,31275.714285714286,33822.92517006803,2124.5668702434314
2015-11-06,34002.857142857145,4,0,35336.19047619048,30510.0,34321.90476190476,1549.018195378964
2015-11-07,31220.0,5,1,34002.857142857145,32060.0,34201.90476190476,1770.1951030743553
2015-11-08,31379.285714285714,6,1,31220.0,33082.857142857145,33958.53741496599,2045.395694117402
2015-11-09,30225.0,0,0,31379.285714285714,33685.71428571428,33464.14965986395,2491.8465601308667
2015-11-10,26595.0,1,0,30225.0,35664.28571428572,32168.537414965984,3362.789924134207
2015-11-11,25992.14285714286,2,0,26595.0,36421.42857142857,30678.639455782315,3473.0469688464814
2015-11-12,26133.095238095237,3,0,25992.14285714286,35336.19047619048,29363.911564625854,3142.2379556517794
2015-11-13,23569.285714285714,4,0,26133.095238095237,34002.857142857145,27873.40136054422,3048.182086861217
2015-11-14,26070.714285714286,5,1,23569.285714285714,31220.0,27137.78911564626,2708.337891900192
2015-11-15,24154.285714285714,6,1,26070.714285714286,31379.285714285714,26105.646258503402,2139.4832642103324
2015-11-16,25351.428571428572,0,0,24154.285714285714,30225.0,25409.421768707485,1130.7078253310838
2015-11-17,29332.85714285714,1,0,25351.428571428572,26595.0,25800.544217687075,1852.3819404365772
2015-11-18,29588.571428571428,2,0,29332.85714285714,25992.14285714286,26314.319727891154,2347.076064208913
2015-11-19,30195.714285714286,3,0,29588.571428571428,26133.095238095237,26894.693877551017,2760.6502443487834
2015-11-20,34602.857142857145,4,0,30195.714285714286,23569.285714285714,28470.91836734694,3575.2201472173956
2015-11-21,34245.71428571428,5,1,34602.857142857145,26070.714285714286,29638.77551020408,3973.521752989081
2015-11-22,34275.71428571428,6,1,34245.71428571428,24154.285714285714,31084.693877551017,3452.5368484623946
2015-11-23,33228.57142857143,0,0,34275.71428571428,25351.428571428572,32209.999999999996,2393.802656123315
2015-11-24,32970.0,1,0,33228.57142857143,29332.85714285714,32729.591836734693,2032.714366750403
2015-11-25,31674.285714285714,2,0,32970.0,29588.571428571428,33027.55102040816,1603.0060439891113
2015-11-26,32185.714285714286,3,0,31674.285714285714,30195.714285714286,33311.836734693876,1121.1178563442572
2015-11-27,31095.714285714286,4,0,32185.714285714286,34602.857142857145,32810.816326530614,1226.6992538032077
2015-11-28,29957.14285714286,5,1,31095.714285714286,34245.71428571428,32198.163265306124,1442.559072060927
2015-11-29,29622.85714285714,6,1,29957.14285714286,34275.71428571428,31533.4693877551,1396.9680134884336
2015-11-30,30778.571428571428,0,0,29622.85714285714,33228.57142857143,31183.4693877551,1193.602235829198
2015-12-01,30155.714285714286,1,0,30778.571428571428,32970.0,30781.428571428572,938.1940967974806
2015-12-02,31512.85714285714,2,0,30155.714285714286,31674.285714285714,30758.36734693878,914.2683884414603
2015-12-03,29327.14285714286,3,0,31512.85714285714,32185.714285714286,30350.0,801.9826622044188
2015-12-04,27870.0,4,0,29327.14285714286,31095.714285714286,29889.183673469386,1152.3096762126734
2015-12-05,28110.0,5,1,27870.0,29957.14285714286,29625.306122448976,1331.6882830406644
2015-12-06,32351.428571428572,6,1,28110.0,29622.85714285714,30015.102040816328,1683.6722613890508
2015-12-07,29275.714285714286,0,0,32351.428571428572,30778.571428571428,29800.408163265307,1665.816527591191
2015-12-08,28804.285714285714,1,0,29275.714285714286,30155.714285714286,29607.34693877551,1695.8172690218626
2015-12-09,29004.285714285714,2,0,28804.285714285714,31512.85714285714,29248.979591836734,1476.962021326026
2015-12-10,30987.14285714286,3,0,29004.285714285714,29327.14285714286,29486.122448979593,1618.1236959616776
2015-12-11,32342.85714285714,4,0,30987.14285714286,27870.0,30125.102040816328,1751.2358817997365
2015-12-12,32420.0,5,1,32342.85714285714,28110.0,30740.816326530614,1680.930026252949
2015-12-13,29275.714285714286,6,1,32420.0,32351.428571428572,30301.428571428572,1589.2438196726264
2015-12-14,31491.428571428572,0,0,29275.714285714286,29275.714285714286,30617.95918367347,1571.4560294448129
2015-12-15,31530.0,1,0,31491.428571428572,28804.285714285714,31007.34693877551,1372.2178851037502
2015-12-16,31811.428571428572,2,0,31530.0,29004.285714285714,31408.367346938776,1065.0870835885758
2015-12-17,31702.85714285714,3,0,31811.428571428572,30987.14285714286,31510.61224489796,1052.1865335852433
2015-12-18,32252.85714285714,4,0,31702.85714285714,32342.85714285714,31497.755102040817,1040.810404145009
2015-12-19,33475.71428571428,5,1,32252.85714285714,32420.0,31648.571428571428,1251.8177259681347
2015-12-20,34267.142857142855,6,1,33475.71428571428,29275.714285714286,32361.632653061224,1085.4766120092727
2015-12-21,35121.42857142857,0,0,34267.142857142855,31491.428571428572,32880.20408163265,1416.9427730709342
2015-12-22,36938.57142857143,1,0,35121.42857142857,31530.0,33652.857142857145,1937.1244204770994
2015-12-23,36997.142857142855,2,0,36938.57142857143,31811.428571428572,34393.67346938775,2100.255225362489
2015-12-24,37602.857142857145,3,0,36997.142857142855,31702.85714285714,35236.5306122449,2022.86687130158
2015-12-25,36121.42857142857,4,0,37602.857142857145,32252.85714285714,35789.183673469386,1543.5187860713127
2015-12-26,34534.28571428572,5,1,36121.42857142857,33475.71428571428,35940.40816326531,1313.8523390787063
2015-12-27,34137.142857142855,6,1,34534.28571428572,34267.142857142855,35921.83673469388,1342.0620022495903
2015-12-28,32760.0,0,0,34137.142857142855,35121.42857142857,35584.489795918365,1796.604209642106
2015-12-29,31048.571428571428,1,0,32760.0,36938.57142857143,34743.0612244898,2350.592981861343
2015-12-30,30820.0,2,0,31048.571428571428,36997.142857142855,33860.61224489796,2516.9504084509126
2015-12-31,29433.571428571428,3,0,30820.0,37602.857142857145,32693.571428571428,2382.9477472212775
2016-01-01,30022.14285714286,4,0,29433.571428571428,36121.42857142857,31822.244897959183,2005.928561194219
2016-01-02,29900.714285714286,5,1,30022.14285714286,34534.28571428572,31160.306122448983,1703.5487598145216
2016-01-03,32367.85714285714,6,1,29900.714285714286,34137.142857142855,30907.551020408162,1262.3982990724269
2016-01-04,32486.428571428572,0,0,32367.85714285714,32760.0,30868.4693877551,1198.088218375098
2016-01-05,29253.571428571428,1,0,32486.428571428572,31048.571428571428,30612.04081632653,1337.1400862668509
2016-01-06,25261.428571428572,2,0,29253.571428571428,30820.0,29817.95918367347,2411.759612114817
2016-01-07,22616.428571428572,3,0,25261.428571428572,29433.571428571428,28844.08163265306,3650.9070421363886
2016-01-08,21318.571428571428,4,0,22616.428571428572,30022.14285714286,27600.714285714286,4553.359061341081
2016-01-09,20981.428571428572,5,1,21318.571428571428,29900.714285714286,26326.5306122449,5025.909661944734
2016-01-10,19645.714285714286,6,1,20981.428571428572,32367.85714285714,24509.081632653066,4770.961513252141
2016-01-11,19512.85714285714,0,0,19645.714285714286,32486.428571428572,22655.714285714286,3508.367233665634
2016-01-12,22618.571428571428,1,0,19512.85714285714,29253.571428571428,21707.85714285714,2001.3525613519612
